Z_Score_X1,Z_Score_X2,Z_Score_X3,Current_Ratio,Total_Debt_to_TA,Inventory_to_Sales,Cash_to_Sales,Total_Asset_Turnover,Bankrupt?
0.5098624426904704,0.23890969240406407,0.3053514834177887,2.532543219531588,0.44712147823796433,0.2230534747636616,0.17273748910103692,1.2822614632675915,0
0.5317918732158937,0.2663191960053132,0.2572282303676575,2.513119329912091,0.4383474205695217,0.291432970504805,0.14146101487352128,2.071510379809796,0
0.4734691003243673,0.20211052091831835,0.09502236388416968,1.4745104031473926,0.15866831124850703,0.2540373789621558,0.16173464106182367,2.3102160588730327,0
0.4577864382283428,0.2602572636251418,0.3022448330335661,1.54902977411376,0.25007492982609736,0.0884590852451871,0.21999312954085676,2.013131554237118,0
0.5674590260116759,0.2732406024960959,0.0882178646490734,2.403178961109079,0.38014725930710547,0.1887450688102233,0.05538949418780188,2.211335105562485,0
0.5985927623506787,0.23212815425607616,0.23046770250270432,1.997623824817739,0.23172985411385985,0.06384558140327816,0.05112422383326379,1.4650780194213728,0
0.48096771406562466,0.33572004118401777,0.08067887209275451,2.5947109925183085,0.13890777305803434,0.10469874320825782,0.21324995470449526,1.9076888061323096,0
0.2691534377961293,0.46388956518043123,0.21289234964606407,1.3088676278505473,0.1002546127751192,0.18688569957037499,0.1908009587785951,2.0988591703486223,0
0.28952736935239576,0.1767714206389462,0.3065891328222921,2.8990409291046104,0.1420339018562591,0.19846302789975967,0.10473083811777056,1.7339128815642972,0
0.618277567415667,0.44035456497720094,0.3474527727111999,2.590446285361461,0.14571764833310255,0.15062995724635875,0.11409562069347359,2.060342545355137,0
0.46254603561989827,0.1797598757243723,0.26819175850860333,1.3728493653691143,0.25024328961736864,0.09434815413221924,0.12575515798768855,2.168743001836348,0
0.24861139371116908,0.21878785809131218,0.13681701834543786,2.9202800091166465,0.17532482422347478,0.29735216432666406,0.1774071312571714,2.4504820691946985,0
0.33364770101273744,0.18330983169593304,0.15707522678119124,2.2996357488620056,0.26996278449973543,0.12542952812854513,0.15667769771820253,2.490764507998055,0
0.41915692626512285,0.2751930268935522,0.22648980426614285,2.6963069525764145,0.4243848599880419,0.27015586062144004,0.05325586237758524,1.0810876887325787,0
0.20869328159045322,0.28406533449752924,0.21584385682063773,1.9300295292968217,0.276958338201831,0.29671960974727596,0.211868143145785,2.233290196996626,0
0.38837315418187224,0.27728383970301057,0.1830254617803292,2.5469329286576423,0.24288776168872983,0.26514350766060096,0.1821401129187768,1.1095469333908454,0
